Genome	BAr1A.filtered Trimmed Mean	BAr1B.filtered Trimmed Mean	BAr1C.filtered Trimmed Mean	BAr2D.filtered Trimmed Mean	BAr2E.filtered Trimmed Mean	BAr2F.filtered Trimmed Mean	BAr3G.filtered Trimmed Mean	BAr3H.filtered Trimmed Mean	BAr3I.filtered Trimmed Mean	BOr1A.filtered Trimmed Mean	BOr1B.filtered Trimmed Mean	BOr1C.filtered Trimmed Mean	BOr2D.filtered Trimmed Mean	BOr2E.filtered Trimmed Mean	BOr2F.filtered Trimmed Mean	BOr3G.filtered Trimmed Mean	BOr3H.filtered Trimmed Mean	BOr3I.filtered Trimmed Mean	CRr1A.filtered Trimmed Mean	CRr1B.filtered Trimmed Mean	CRr1C.filtered Trimmed Mean	CRr2D.filtered Trimmed Mean	CRr2E.filtered Trimmed Mean	CRr2F.filtered Trimmed Mean	CRr3G.filtered Trimmed Mean	CRr3H.filtered Trimmed Mean	CRr3I.filtered Trimmed Mean	LABRr1A.filtered Trimmed Mean	LABRr1B.filtered Trimmed Mean	LABRr1C.filtered Trimmed Mean	LASAr3G.filtered Trimmed Mean	LASAr3H.filtered Trimmed Mean	LASAr3I.filtered Trimmed Mean	LASCr2D.filtered Trimmed Mean	LASCr2E.filtered Trimmed Mean	LASCr2F.filtered Trimmed Mean	LASYr2D.filtered Trimmed Mean	LASYr2E.filtered Trimmed Mean	LASYr2F.filtered Trimmed Mean	LAWAr2D.filtered Trimmed Mean	LAWAr2E.filtered Trimmed Mean	LAWAr2F.filtered Trimmed Mean	MGr1A.filtered Trimmed Mean	MGr1B.filtered Trimmed Mean	MGr1C.filtered Trimmed Mean	MGr2D.filtered Trimmed Mean	MGr2E.filtered Trimmed Mean	MGr2F.filtered Trimmed Mean	MGr3G.filtered Trimmed Mean	MGr3H.filtered Trimmed Mean	MGr3I.filtered Trimmed Mean	MHr1A.filtered Trimmed Mean	MHr1B.filtered Trimmed Mean	MHr1C.filtered Trimmed Mean	MHr2D.filtered Trimmed Mean	MHr2E.filtered Trimmed Mean	MHr2F.filtered Trimmed Mean	MHr3G.filtered Trimmed Mean	MHr3H.filtered Trimmed Mean	MHr3I.filtered Trimmed Mean	SEr2D.filtered Trimmed Mean	SEr2E.filtered Trimmed Mean	SEr2F.filtered Trimmed Mean	SEr3G.filtered Trimmed Mean	SEr3H.filtered Trimmed Mean	SEr3I.filtered Trimmed Mean
SEr3G3H3I__bin_84	0	0	0	0	0	0	0	0	0	0.23931518	0	0.3634473	0.08254784	0.25448933	0.020281369	0	0	0	0.024688259	0.07814005	0.14946957	0.4264114	2.2938569	0.029915811	1.5266076	0.34832427	1.0870303	0.7046932	0.4492588	0.87546843	0.33239052	0.26738518	0.1834489	0.90880895	0.7347104	1.356663	0	0	0	1.010655	0	4.630858	0.6040654	0.25145054	0.25893512	0.18631263	0.47145522	0.11559024	0.0046774275	0.31485796	0.822274	0.008469949	0.028715579	0.15552051	0.073188014	0	0.055041548	0.14483422	5.039996	1.3129416	2.2927148	2.3071644	0	26.154123	25.757458	239.54974
MHr2D2E2F__bin_102	0	0	0	0	0	0	0.067136735	0.04126708	0.12893897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.908526	8.706235	4.8174853	0	0	0	0	0	0	0	0	0
BAr1A1B1C__bin_60	3.1936812	4.256944	18.982908	1.7824349	9.452533	3.497499	0.043331362	0.0646401	0.9191004	0.24548669	0	0.020647058	0	0	0	0	0	0	1.190444	0.5915152	3.1546721	0.024266107	0.045696385	1.7294848	0.07310299	0.33759308	0.29183632	0	0.010818532	0	0.0058048866	0	0.090511665	0	0.21056901	0.17869705	0	0.06857986	0.27818495	0	0	0	0.0018061248	0.020360608	0.059911817	0.054819457	0	0	0	0.08845484	0	0.7356131	0.801551	1.1659096	0	0	0	0.081504695	0.0259477	0.19415155	0	0	0	0	0	0
CRr1A1B1C__bin_31	0.16675866	0.008046059	0.18776461	0.28662717	0.13084796	0.031472772	0.018229844	0.013030008	0.010947552	0.5942095	0.59859735	0.600185	0.6703167	0.2964133	1.05745	0.17325678	0.29652163	1.5463389	4.1493325	1.1101662	4.4291286	0.17600359	0.40949103	0.22654305	0.061811212	2.9184563	1.1747001	0.20175944	0.33046263	1.0972408	0	0.0373863	0.1487013	0.050188176	0.93437815	0.3317064	0.09441758	1.1959249	0.44433933	0.027885783	0.35610646	0	0.29132885	0.2543298	0.36572936	0.7334778	0	0.34946552	0.21708669	0.4807382	0.21601021	3.236022	1.8004365	4.6631618	0	0.23475344	0.11673184	4.3083563	0.08917953	0.7718697	0.19779076	0.0024363338	0.028523799	0	0	2.3616517
SEr3G3H3I__bin_195	0	0	0.005379515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051925227	0.019241689	0	0	0.010983429	0.006681375	0	0.025206542	0	0	0	0	0.036736123	0.028515588	0.019368006	0.061203267	0.017664075	0.041295923	0	0.03258278	0.012648906	0	0	0	0.01236731	0	0	0	0	0	0	0	0	0.039253443	0.045459732	0.055229165	0.01826864	0.020259764	0.025528295	0.027132925	0.05556455	0.04395416	0.30696478	0.08588824	0.7124655	2.1923892	11.191387
MGr3G3H3I__bin_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076106034	0.448415	0	0.18441573	1.1456078	0.3927309	0.65080273	3.5041735	11.745075	0	0	0	4.0227914	0.40096137	0.13990228	0	0	0	0	0	0	0	0	0
LABRr1A1B1C__bin_26	0.023048569	0.115064375	0.042382047	0	0.16093454	0.0033688478	0	0	0	0.036904275	0.20147593	0.15316908	0.2502682	0.029249432	0.052304063	0.038028765	0.052725673	0.0843035	0.014041679	0.19848278	0.41147244	0.7341752	0.059695832	0	0.100676455	0.04489323	0.06963922	35.299324	34.61305	9.442036	0.036785588	0.014002983	0.019018136	0.57619685	1.1071329	0.80096304	0	0.030978037	0.042550404	0.731221	5.3152103	1.4993596	2.3638082	7.1690073	5.734054	3.8550801	0.38724163	0.11993514	0.37816256	0.6132617	0.025305921	0.01020617	0.16923104	0.25766286	0.27835357	1.5397223	1.2277123	1.1527536	3.192117	0.04792566	0	0.013149365	0.11548454	0	0	16.726257
LAWAr2D2E2F__bin_98	0.046651553	0.24294102	0.0054682074	0	0.039270245	0.11175786	0.8233877	0.6861387	0.7632652	1.000039	1.0613226	0.7970255	0.2126357	0.040772047	0.38408786	0.76281494	1.0642005	0.8464638	0.97826934	4.3998256	2.0586648	1.4932896	1.4358736	0.9168099	0.6576937	3.4237652	1.4469606	5.8426957	4.8168106	2.8606296	1.864796	1.841873	2.5543873	6.523722	6.1959405	3.568395	0.6172777	1.6810007	0.95616955	7.6051354	2.278109	6.8129206	0.55633104	1.8461947	1.114877	0.08850397	0.5274286	0.39562345	1.2296997	0.5841463	0.25491074	0.9906959	3.7217808	1.7401704	2.2449725	3.2734838	1.9371085	1.7426687	6.897806	1.0944202	0.3821432	1.3803627	2.0035024	1.6234555	1.6538879	5.8974295
BAr1A1B1C__bin_67	5.6887035	0.56930447	4.5877504	0.09357151	0.8518545	0.9027473	0.10593538	0.09052045	0.3972196	0	0	0	0	0	0	0	0	0	0.12076	0.16552632	0.38885665	0.04085093	0.023924027	0.20036036	0.32700598	0.3114119	0.087931685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045312606	0	0.06689181	0	0	0	0.003520801	0	0.08242995	0.16287556	0.09592548	0	0	0	0	0	0.05530376	0	0	0	0	0	0
MHr2D2E2F__bin_126	0.14884965	0.064120874	0.11747221	0.45227665	0.06082278	0.06395982	0.6175995	1.2249696	0.6120677	0.5800196	0.39358622	0.9307027	0.52197117	0.30520454	0.632995	1.4341391	1.4799744	1.1832588	0.6243073	0.11437759	0.24439527	0.058749076	0.45234042	0.037056763	0.07385087	0.36666667	0.20292546	0.26402253	0.25037155	0.23620906	0.13489307	0.28802174	0.4898009	0.05869287	0.68799365	0.09248856	0.31396875	0.8762021	0.18786798	0.17126022	0.7345421	0.06740789	0	0.022849414	0.03115451	0.0017245759	0	0.009191433	0.025478974	0.11293135	0.03205679	0.5384492	0.14414936	0.1771976	14.682807	13.858825	11.375028	0.45417443	0.49634197	0.12117888	0.17584729	0.009929418	0.09833407	0.054183353	0.03594857	0.61232984
MGr1A1B1C__bin_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10418925	1.1529461	0.81650627	0	0	0	0.08215565	0.0049281917	0.018102068	2.3068695	1.1989185	1.7419434	0	0	0	1.4265733	0.24135137	0.29073194	0	0	0	0.8761853	0	2.3567727	11.273156	5.898397	4.3884907	5.572138	2.0740616	1.6592267	0	2.4153726	1.0061182	0.04809545	0.69254243	0.429532	0.34140208	0.064733915	0.11521011	0	0.36862728	0.024948534	0	0	0	0	0	3.448886
LABRr1A1B1C__bin_96	0	0.07571577	1.2670889	0	0.025022253	0	0	0	0	0.68354315	0	0.024179954	0.31919533	0.022919051	0.10792757	0	0	0	0.36647594	0.41337606	0.88240176	0.0036204574	0.1574202	0.114859745	0.16184177	0.081171386	0.2612716	4.299349	2.5436327	2.0569074	1.0314488	1.385803	0.40367183	3.5419724	2.6402512	3.4562798	0.44065717	0.69110197	1.369514	4.065355	0.503741	5.9563518	0.084457666	0.3197462	0.36953995	0.0052379137	0.061089493	0.005047176	0.075574376	0.08407314	0.0419028	0.41643244	0.47340506	0.81212175	0.06484016	0.27356172	0.039584447	1.2943099	6.1280518	0.27539942	0	0.012331833	0	0	0	3.582273
LAWAr2D2E2F__bin_95	0	0.24160995	0	0	0	0	0	0	0	0.006942959	0	0.0042433487	0	0.0055287243	0	0	0	0	0	0.023081344	0.0558175	0	0	0	0.0019022909	0.004896345	0	7.803633	4.5260253	3.334478	0	0	0	5.8313975	13.9201355	15.057468	0	0	0	6.2338724	0.31913352	32.5085	0.8204621	0.22535752	0.015283401	2.6729252	5.0268874	1.0368301	0.20482276	1.9443171	2.3614392	0	0.007727392	0.0052864677	1.1786559	0.042254698	0.28518674	0.11546696	5.37593	0.00516534	0	0	0	0	0	4.808869
CRr3G3H3I__bin_43	0.31476608	1.4516386	0.74540365	0.15720332	6.3849254	2.6321297	0.29286963	1.0332307	0.41671848	0.18065585	0.06422075	0.39228037	0.038262766	0.014553309	0.034566317	0.38255462	0.62061524	0.37465993	0.26762715	4.3439846	1.5406524	6.767609	5.2021565	16.752283	32.42023	20.65323	38.17804	0	0	0	0.01266912	0.018593246	0.017312268	0.021602351	0.20823717	0	0.04411215	0.03120302	0.06257299	0	0.0023465508	0	120.47212	113.37034	82.75174	31.504875	99.2736	118.995605	207.3536	106.29252	3.6859894	0.27401626	4.5541368	1.303867	0	0.058428455	0.026999136	0.010011761	0.21035667	48.914715	7.7094846	15.565293	10.980734	0.006664805	0.01580086	0.098575786
MGr1A1B1C__bin_10	0.5192714	1.6183205	1.2463385	0	0	0	0	0	0	0.1202597	0	0	0.16325119	0.045747593	0	0	0	0	0.5237504	2.2211893	1.9495529	6.588628	2.0269868	0.81336164	0.053138465	2.017881	0.25985682	0.01137757	0.004923421	0	0	0	0	0.06330673	0.045966953	0.05297525	0	0	0	0	0	0	1.2839876	11.068384	5.7063375	0.9270443	1.340609	1.8453311	5.293766	0.35716498	0.17487276	0.9157488	1.590772	1.3253338	0	0	0	0	0	0.41539675	0	0	0	0	0	0.01675662
MGr3G3H3I__bin_147	0	0.022171255	0.0013326094	0	0	0.002744897	0	0	0	0.019698272	0.38966754	0.39638716	0.17707533	0.28144923	0.44015685	0.5984459	0.49567917	1.0002743	0	0.00722109	0.0023192558	0.03518871	0.048661422	0.009775826	0.020451216	0.017259646	0.011048307	0.020718092	0.025341794	0	0.43974155	0.4841531	2.5992436	0	0.3015699	0.016855925	0.018936738	0.06256541	0.42115197	0	0.015920522	0	0.3332954	0.5554591	1.0833259	0.47524396	1.9185159	2.5962255	3.5944443	7.2029996	0.40252003	0	0.00022896356	0	0.022887174	0.020761041	0.022984032	0	0	0.019008122	0	0.029155385	0.045424536	0	0.00088860374	0.021864096
BOr1A1B1C__bin_33	0.460507	0.09164984	0.31326136	0	3.2520838	0.5420179	0	0	0	0.9415026	4.7303967	3.2986026	4.26944	0.93892133	1.6354983	2.062261	2.3134122	2.2363913	0.174799	1.2189351	3.5472608	0.11521055	0.11146491	0.17078112	0.11731375	0.20571607	0.122913875	0.18697958	0.18020713	0.089989066	1.4336033	0.36562452	0.51430815	0.13543831	1.7513807	0.24025393	0.6622073	0.7869646	0.6537187	0.067319445	0.1974489	0.08105737	0.03828521	0.20396882	0.17394733	0.031010136	0.00027812092	0.0065137027	0.027202923	0.07932811	0.014360241	0.18131892	1.0932286	2.2338305	0.002481987	0.0749989	0.047062624	0.19797747	0.098800726	0.0755631	0.208242	1.2300942	3.444525	0.4978821	0.51300406	2.0349581
MGr2D2E2F__bin_9	0	0.5341796	0.0056007104	0	0	0	0	0	0	0.4093175	0	0.19979918	0	0.11388451	0	0	0	0	0	0.000033314234	0	0.0076685445	0	0	0.10086256	0	0	0.08367791	0.042644963	0.033381253	0	0	0	1.3677868	0.67033017	0.79945654	0	0	0	0.2277165	0	6.217192	10.620899	0.5730507	0.048524335	6.415691	4.9725914	4.1120214	0	2.538767	7.964741	0	0	0	0	0	0	0	0.052987266	0	0	0	0	0	0	0.13520171
SEr3G3H3I__bin_11	0.013574901	0.04932116	0.010681836	0	0	0.009171298	0	0	0	0.0075389463	0	0.0018719354	0.008452546	0.0057306127	0.013274949	0.0015595868	0.010639794	0	0	0	0	0.050795857	0.046379317	0.0068401373	0	0	0	12.04708	12.759002	7.509794	0.008445269	0.111846395	1.817969	0.15841624	0.20511815	0.13856985	0.008723122	0	0	0.7483861	3.639178	0.5185722	0	0.082396425	0.09964243	0.028314574	0.063215144	0.047295343	0.074514404	0.0041718343	0.010466238	0	0	0	0.5838768	5.8597336	7.8083186	0.32006755	0.26627082	0	0	0	0	0	0	13.923322
LASCr2D2E2F__bin_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13104628	0.13448006	0.023562962	0	0	0	0.18200828	0.069729865	0.051654432	0	0	0	3.2322657	3.5015607	4.304879	0.10633008	0.025608873	0.09276929	0.8077242	0.38058713	0.45908752	0	0	0	0	0	0	0	0	0	0	0	0	0.18261024	0.011972682	0.035639387	0.1485644	0.1762228	0	0	0.23681422	0.80330664	0	0	0.12555695
BOr3G3H3I__bin_14	0	0	0	1.8060398	0.029057914	0.20580848	0	0	0	2.6733825	2.1370864	6.244255	0.28477162	0.13317282	0.94430083	1.4236692	3.9482427	6.958171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28446	0	0	0.021856098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LASAr3G3H3I__bin_1	3.1473758	1.7354871	7.746061	0.009445971	3.0734534	0.9010296	0.12643951	0.14182816	0.11763136	2.225837	3.6478348	3.9839606	6.834946	3.255417	2.9659722	2.7034717	2.2495668	0.9896474	0.28777364	1.7651107	2.2821407	1.0316467	1.2433025	3.0785422	0.07874787	0.23270659	0.16886373	0	0	0	13.30779	3.0237768	7.7479534	0.86069834	3.4115546	2.0626798	23.540077	3.1477292	7.3530736	0	0.0064360397	0.01048086	0	0	0	0	0	0	0.010653959	0.006091207	0	0.36820963	1.3692257	1.2233405	0	0	0	0.5965519	0.17585124	0.38499007	11.038944	4.778946	10.758226	7.7024074	10.602029	29.769981
MGr3G3H3I__bin_4	0.098285794	0.11268177	0.058001313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014561987	0.05491514	0.045928035	0.019447433	0.03966372	0.014664401	0.0749269	0.01699187	0.033703968	0.25264764	0.17029373	0.14861587	0	0	0	0.49001518	0.32224688	0.34695178	0	0	0	0.41756323	0	0.7522438	20.543678	26.385262	17.660978	2.1039739	8.065912	3.9494908	1.6093686	5.618502	10.54168	0	0.035493683	0.049392216	0.07135821	0	0	0	0.27507913	0.075710684	0.043115065	0	0	0	0	0.6749464
BOr3G3H3I__bin_33	0.30366853	0.39391312	0.15788448	0.4286774	0.05995277	0.39927673	0.80737734	0.96836495	0.8097455	1.466902	0.71921873	1.2806617	0.63827586	0.46519706	0.9630875	6.1652927	8.630955	10.703763	0.49261755	0.09174848	0.20262061	0.27256364	0.44684497	0.06637896	0.06812582	0.28642553	0.157758	2.0422084	1.8203746	1.7636354	0.6509499	0.43765357	2.8551674	0.058331612	3.3506293	0.12283838	0.3226999	0.84004074	0.18397059	0.8061168	4.5787573	0.63543415	0	0.004169564	0.008421398	0	0	0.010138662	0.051263805	0.106994726	0.03350683	0.44672158	0.11709572	0.1356081	1.6741627	4.2525187	3.8922994	0.8761344	0.31095776	0.097639926	0.116986535	0.005601194	0.045594182	0.01835977	0.040929466	3.5351357
SEr2D2E2F__bin_92	8.062208	2.885878	13.148027	5.477074	4.1064095	2.9990613	6.2851586	8.960624	4.071527	2.221827	2.0783753	3.646551	3.8339422	1.6425554	2.0194094	2.5728183	3.1687346	2.417594	18.008736	6.152149	17.630447	2.368695	7.9554224	9.44979	0.75040305	9.902204	9.689316	0.74157166	0.8518407	2.6094332	2.008115	1.7228155	1.4226317	0.72673583	3.170467	1.6103759	3.9923873	10.273938	4.1823196	0.636542	2.4431155	0.386732	0.06680216	0.21937224	0.3539989	0.29870456	0.032779045	0.34213585	0.14070767	1.7993584	0.055185836	14.595862	8.853428	13.946393	0.453551	2.0520363	1.9632176	1.9549571	0.3581105	6.063203	18.058773	0.5070008	1.0509067	2.8056228	0.42730632	7.1665936
CRr3G3H3I__bin_51	0.01705663	0.02654802	0.04536966	0.033875722	0.07433128	0.04396836	0.010386403	0.34400138	0.020016335	0.02086131	0	0.0012754004	0.024086263	0.0006407939	0	0	0	0.009017654	4.107376	9.882665	5.0450363	0.62006813	0.071403325	0.6499385	14.62634	15.420754	16.901949	2.600709	2.2421117	0.09789055	0	0	0	0.06960846	0.07555261	0.0376726	0.0020084665	0	0	0	0.020848399	0	1.0840898	5.5866256	1.0347984	0.13122985	0.003036104	0.1692963	0.120704636	0.9962007	0	4.277833	10.435712	3.9793184	0	0	0	0.004269538	0	18.268904	0.04250115	0.35427347	0.07347528	0	0	0.33068487
MHr3G3H3I__bin_85	0.00392542	6.1337686	0.056368183	0.38927716	0	0.4089432	0	0.78474337	0	1.27728	0.14609583	4.6273084	6.6114383	4.2510495	1.057797	0	0	0	5.0635414	36.8644	16.134394	49.319817	63.824097	104.84972	28.002777	20.57816	44.524582	0.008197976	0	0.032840744	0	0	0	6.858113	1.1796632	1.4393513	0	0	0	0.6655025	0.6435913	4.5410366	145.91998	100.66257	54.41144	261.74704	193.81976	137.41687	59.03174	474.0906	243.9594	3.9078424	25.211485	13.034027	0	0	0	0	0.8644582	57.95829	5.0626287	13.010762	10.567571	0.03241573	0	0.18413241
BAr3G3H3I__bin_15	0.6821671	0.24886714	1.0144931	2.4464602	0.95650744	1.1467036	6.9970994	7.7663283	7.253726	0.04725968	0.1820326	0.55213064	0	0	0.06287885	0.4446875	0.7865262	1.3373628	2.0177796	0.17164066	1.2744145	0.013458035	0.31969947	0.23678583	0	0.5727173	0.23334596	0.003967983	0.01809879	0.4681213	0	0	0.105356954	0	0.30997768	0.014157526	0.025492208	0.9835092	0.12438727	0.002187236	0.04545974	0	0.018618302	0.04475134	0.079704575	0.061399855	0	0.016074026	0.0060624657	0.18676703	0.007596433	1.7194769	0.29116774	1.0911392	0	0.021584576	0	0.03531043	0.0007139268	0.13236992	0.8830235	0.004416395	0	0	0	0.9951088
CRr1A1B1C__bin_98	1.7990234	2.0639298	3.7410092	0.035491876	3.0569158	2.6520293	0.14573245	0.13834487	0.055720516	0.6840222	0.92423004	0.5789544	0.9751899	0.73872924	0.38058525	0.52211326	0.51877826	0.43033472	3.3856938	4.2405825	6.7093616	1.3223467	0.67055947	1.7108736	6.432028	5.1286407	4.561038	0.19846374	0.18895985	0.022183128	2.9257493	1.2642361	1.1294202	1.7622608	3.5408642	3.0630803	1.5062709	0.92405087	3.699283	0.10256578	0.6009566	0.00026161087	0.25166705	1.0816517	1.255012	0.039872013	0.05520727	0.41214386	2.935035	1.3922818	0.11700601	3.80366	4.093179	3.6116462	0.1708189	0.33002496	0.32129157	1.6980828	0.4323851	2.393999	0.016619883	1.8248643	5.6747127	0.2885503	0.85899	0.23198551
SEr3G3H3I__bin_276	1.2746125	3.4462583	5.0556135	4.073483	1.350661	7.587259	1.289432	1.5088854	2.3049223	1.3883967	0.5929523	0.8017038	0.84397525	0.5513791	0.7743896	1.8139645	1.9964592	1.2476566	0.47368678	0.17447358	0.3106479	0.43908986	1.4697604	2.8039846	0.03786758	0.40303886	0.25469503	12.722427	11.28856	36.081097	1.8076115	9.095734	7.763138	1.2516369	2.5575569	1.3033011	4.582369	5.859371	4.3237743	16.650818	9.018431	10.661193	0.69345105	1.5883634	2.7732852	0.8829008	3.45559	8.608099	7.9788203	0.7231479	0.30812132	0.38305148	0.24167933	0.28912506	1.9750423	10.068913	5.2968636	5.269462	4.6209764	0.1490702	0.39157706	0	0.06884081	0.013920556	0	68.33639
MHr2D2E2F__bin_27	0.06495213	0.35540894	0.024370335	0.0032312581	0	0.72473997	0	0	0.009775227	0.35629106	1.4703646	1.4895878	0.12479034	0.04436387	0.12710164	0.6394696	1.8529837	1.7628767	0.08970287	0.027675247	0.040229697	0.2583562	0.27245885	0.16041592	0	0.14938885	0.15717657	1.7656146	1.467029	2.444699	0.5897836	1.3517548	7.876619	0.2909224	0.99007833	0.1947215	3.4122677	1.8440871	1.8170187	0.2177753	1.7261856	0.34747216	0	0.008913905	0.06652429	0	0.28679055	0.27644515	1.2421187	0.18333744	0.003307512	0.09624106	0.045129877	0.03182675	5.276496	12.181338	15.606863	0.70736015	2.945752	0.12466267	0.5282002	0.06213738	0.07640552	0	0	4.691696
MGr3G3H3I__bin_163	0.0035468526	0.7348211	0.20791757	0	0.34160644	0.8791652	0	0	0	0.0031867898	0	0.04292463	0	0	0.02952916	0	0	0.053051483	0.55837125	0.07286396	0.015132659	2.539125	0.800739	0.61710495	3.886401	2.231404	3.624891	0	0	0	1.6928144	0.5196889	0.49425402	0	0	0	0.22164305	0.08438964	0.71333057	0.3510549	0	0	0.12607175	0.38992465	0.57664496	0.3990585	0.8438116	1.5201558	3.5785065	9.119225	0.40587464	0.5953138	0.034313854	0.008880325	0.97554845	0.015851783	0.064730145	0.10623824	0.09603089	3.9773505	0	0.7466303	0.15039937	0.06712967	0.44418058	0
LASYr2D2E2F__bin_46	0	0	0.0076629906	0.15169299	0	0.0076217107	0.043090604	0.058315687	0.23932865	0.34795687	0.6452948	0.7351183	0.5972318	0.3420877	0.8657227	1.1071223	1.3149924	0.9122179	0	0	0	0	0	0	0	0	0	0	0	0.025520148	0.7729603	0.6217425	0.85852116	0	0.49777374	0.0013429993	7.605683	1.8175353	1.6712947	0	0.05350174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08983733	0.027193207	0.084883735	0	0	0	0	0	0.18446052	0	0.10968225
SEr3G3H3I__bin_261	0.45357516	0.43117812	0.24515101	0	1.7286103	0	0	0	0	0.7511949	0	0.10618551	0.36928865	0.72423667	0.2803002	0	0	0	0.39729145	0.19391188	0.21516934	0.19624744	0.39580548	0.4907761	0.1571173	0.17028506	0.23964632	0.006928971	0	0	0	0	0.020804396	0.71806294	0.55140287	0.74273956	0	0	0.003800981	0.29862213	0.1555317	0.58397233	0	0	0	0	0	0	0	0.006933819	0	0.19523376	0.039999694	0.164031	0	0	0	0.22915803	0.22586991	0.692951	6.1376796	7.549764	1.142004	7.688421	7.248483	47.112442
SEr3G3H3I__bin_75	5.365937	0.7216063	0.6504551	0	0	0.008709807	0	0	0	0.06003054	0.2835519	0.1831552	0.073019855	0.2876061	0.14466818	0	0.018177506	0.07247317	0.16382717	0.014198018	0.038812693	0.3994376	0.2785682	0.17009702	0.85518104	0.087827735	1.5670261	0	0	0	0.047697898	0.0035324637	0	0.06431779	0.21801715	0.07335895	0.009085224	0	0.037519645	0.15450475	0	0.18833461	0.01705814	0.13618146	0	0.041797437	0.2557258	0.020482333	0.044708163	0.09731144	0.41898957	0.028609823	0	0.013505021	0	0	0	0.17140315	0.12895042	2.3791003	2.350673	1.0294517	0	6.031147	4.020307	33.002716
MHr3G3H3I__bin_66	0	0.38873416	0.12934007	0	0.1180668	0.21527171	0	0.046243213	0	0.18441612	0.83249	0.38632092	1.1390346	0.42938697	0.5422819	0.18628563	0.20890972	0.26403525	1.3230304	4.456341	2.875327	2.8198485	2.614699	1.5590452	4.8634734	4.122656	4.88431	0.40400612	0.37215388	0.038256288	1.7900263	3.3452573	2.355956	2.8807347	3.537493	2.7862535	0.8766357	0.44562235	4.811805	1.1715084	0.52655613	0.7247944	0.8658783	5.196373	2.9378357	0.063193284	0.40486667	1.176379	4.270715	0.9331021	0.16665822	1.2241089	2.734741	2.055568	0.104106925	0.5491791	0.44883785	1.5179776	2.901858	6.209243	0.30531982	5.461339	1.900541	0.69573605	0.84017223	1.1475116
SEr3G3H3I__bin_7	0.012979237	0.09131331	0.01936	0.017670196	0.11158951	0.062382344	0.010332228	0.05389776	0.031965863	0.34907183	0.28013274	0.40356502	0.21891695	0.14472558	0.28786474	0.88417566	0.7719486	0.383164	0.0917139	0.055394165	0.037981957	0.18317778	0.36293024	0.17736018	0.6837322	0.43848234	0.4609077	0.23478667	0.20102361	0.2713535	0.3989412	1.2497358	0.7939683	0.20377257	0.5026601	0.072580315	0.35714456	0.48894715	0.5962913	12.439444	1.6918377	1.0643722	0.3401732	0.29852173	0.24895535	0.11323323	2.339909	1.0467441	0.55907494	4.589185	17.131481	0.07701547	0.04917814	0.031600107	6.9926705	1.2930785	0.85810906	0.274113	0.5729254	0.55609703	1.1149967	9.943771	2.5720694	2.3714929	35.329357	1.5139561
BAr1A1B1C__bin_72	9.400117	0.48330358	0.13744299	0.0059110406	1.1967113	0.066484004	0	0	0	0.17024374	0.3227528	0.36123535	0.84290874	2.021211	0.3783709	0.08658443	0.040445253	0	2.3684707	1.7080221	0.47867304	3.8551164	0.8173557	1.7745923	1.0657356	0.22483744	0.6762618	0.002549341	0	0.009850824	1.492445	5.3483925	2.448542	1.6082594	1.0426321	1.5592961	5.8543935	0.0987051	1.9943361	0.14497408	0.011222557	0.50187284	0.62415504	0.83907616	0.78111416	2.2812567	1.2534591	1.2649463	5.5050383	1.3105873	1.0119094	1.3048099	0.6663248	0.7660637	0	0.00005691189	0	0.27077276	1.3731291	1.1302375	2.574511	3.3666635	3.2191641	0.24416332	0.46368104	14.684289
BOr3G3H3I__bin_18	0	0	0	0.011445597	0	0	0.0889541	0.0559375	0.2705642	1.6187112	5.238179	9.884787	0.15375622	0.24350628	0.56351715	7.428084	2.9222324	12.613472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67911637	0	0.0045160577	0	0.021438086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15510485	0	0	0	0	0
