Map,Metabolism,Pathway,KOs
map00561,Lipid metabolism,Glycerolipid metabolism,K12298
map00561,Lipid metabolism,Glycerolipid metabolism,K13506
map00561,Lipid metabolism,Glycerolipid metabolism,K13507
map00561,Lipid metabolism,Glycerolipid metabolism,K13508
map00561,Lipid metabolism,Glycerolipid metabolism,K13509
map00561,Lipid metabolism,Glycerolipid metabolism,K13513
map00561,Lipid metabolism,Glycerolipid metabolism,K13517
map00561,Lipid metabolism,Glycerolipid metabolism,K13519
map00561,Lipid metabolism,Glycerolipid metabolism,K13523
map00561,Lipid metabolism,Glycerolipid metabolism,K13534
map00561,Lipid metabolism,Glycerolipid metabolism,K13677
map00561,Lipid metabolism,Glycerolipid metabolism,K14073
map00561,Lipid metabolism,Glycerolipid metabolism,K14074
map00561,Lipid metabolism,Glycerolipid metabolism,K14075
map00561,Lipid metabolism,Glycerolipid metabolism,K14076
map00561,Lipid metabolism,Glycerolipid metabolism,K14085
map00561,Lipid metabolism,Glycerolipid metabolism,K14452
map00561,Lipid metabolism,Glycerolipid metabolism,K14456
map00561,Lipid metabolism,Glycerolipid metabolism,K14457
map00561,Lipid metabolism,Glycerolipid metabolism,K14458
map00561,Lipid metabolism,Glycerolipid metabolism,K14674
map00561,Lipid metabolism,Glycerolipid metabolism,K14675
map00561,Lipid metabolism,Glycerolipid metabolism,K15728
map00561,Lipid metabolism,Glycerolipid metabolism,K15918
map00561,Lipid metabolism,Glycerolipid metabolism,K16816
map00561,Lipid metabolism,Glycerolipid metabolism,K17900
map00561,Lipid metabolism,Glycerolipid metabolism,K18097
map00561,Lipid metabolism,Glycerolipid metabolism,K18693
map00561,Lipid metabolism,Glycerolipid metabolism,K18851
map00561,Lipid metabolism,Glycerolipid metabolism,K19002
map00561,Lipid metabolism,Glycerolipid metabolism,K19003
map00561,Lipid metabolism,Glycerolipid metabolism,K19004
map00561,Lipid metabolism,Glycerolipid metabolism,K19005
map00561,Lipid metabolism,Glycerolipid metabolism,K19007
map00561,Lipid metabolism,Glycerolipid metabolism,K20024
map00561,Lipid metabolism,Glycerolipid metabolism,K21362
map00561,Lipid metabolism,Glycerolipid metabolism,K22251
map00561,Lipid metabolism,Glycerolipid metabolism,K22283
map00561,Lipid metabolism,Glycerolipid metabolism,K22284
map00561,Lipid metabolism,Glycerolipid metabolism,K22831
map00561,Lipid metabolism,Glycerolipid metabolism,K22848
map00561,Lipid metabolism,Glycerolipid metabolism,K22849
map00561,Lipid metabolism,Glycerolipid metabolism,K22920
map00561,Lipid metabolism,Glycerolipid metabolism,K23736
map00561,Lipid metabolism,Glycerolipid metabolism,K23737
map00561,Lipid metabolism,Glycerolipid metabolism,
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00006
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00057
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00096
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00105
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00111
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00112
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00113
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00550
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00551
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00570
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00623
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00629
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00630
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00631
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00649
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00650
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00655
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00866
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00894
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00901
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00967
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00968
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00980
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00981
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00993
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00994
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00995
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00998
map00564,Lipid metabolism,Glycerophospholipid metabolism,K00999
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01004
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01047
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01048
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01049
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01058
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01080
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01094
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01095
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01096
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01114
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01115
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01126
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01517
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01521
map00564,Lipid metabolism,Glycerophospholipid metabolism,K01613
map00564,Lipid metabolism,Glycerophospholipid metabolism,K03735
map00564,Lipid metabolism,Glycerophospholipid metabolism,K03736
map00564,Lipid metabolism,Glycerophospholipid metabolism,K04019
map00564,Lipid metabolism,Glycerophospholipid metabolism,K05929
map00564,Lipid metabolism,Glycerophospholipid metabolism,K05939
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06123
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06124
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06128
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06129
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06130
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06131
map00564,Lipid metabolism,Glycerophospholipid metabolism,K06132
map00564,Lipid metabolism,Glycerophospholipid metabolism,K07029
map00564,Lipid metabolism,Glycerophospholipid metabolism,K08591
map00564,Lipid metabolism,Glycerophospholipid metabolism,K08729
map00564,Lipid metabolism,Glycerophospholipid metabolism,K08730
map00564,Lipid metabolism,Glycerophospholipid metabolism,K08744
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13333
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13506
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13507
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13508
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13509
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13510
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13511
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13512
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13513
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13514
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13515
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13516
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13517
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13519
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13523
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13535
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13621
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13622
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13623
map00564,Lipid metabolism,Glycerophospholipid metabolism,K13644
map00564,Lipid metabolism,Glycerophospholipid metabolism,K14156
map00564,Lipid metabolism,Glycerophospholipid metabolism,K14286
map00564,Lipid metabolism,Glycerophospholipid metabolism,K14621
map00564,Lipid metabolism,Glycerophospholipid metabolism,K14674
map00564,Lipid metabolism,Glycerophospholipid metabolism,K14676
map00564,Lipid metabolism,Glycerophospholipid metabolism,K15728
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16342
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16343
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16368
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16369
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16619
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16817
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16818
map00564,Lipid metabolism,Glycerophospholipid metabolism,K16860
map00564,Lipid metabolism,Glycerophospholipid metabolism,K17103
map00564,Lipid metabolism,Glycerophospholipid metabolism,K17104
map00564,Lipid metabolism,Glycerophospholipid metabolism,K17105
map00564,Lipid metabolism,Glycerophospholipid metabolism,K17717
map00564,Lipid metabolism,Glycerophospholipid metabolism,K17830
map00564,Lipid metabolism,Glycerophospholipid metabolism,K18693
map00564,Lipid metabolism,Glycerophospholipid metabolism,K18694
map00564,Lipid metabolism,Glycerophospholipid metabolism,K18695
map00564,Lipid metabolism,Glycerophospholipid metabolism,K18696
map00564,Lipid metabolism,Glycerophospholipid metabolism,K18697
map00564,Lipid metabolism,Glycerophospholipid metabolism,K19007
map00564,Lipid metabolism,Glycerophospholipid metabolism,K19664
map00564,Lipid metabolism,Glycerophospholipid metabolism,K19665
map00564,Lipid metabolism,Glycerophospholipid metabolism,K22389
map00564,Lipid metabolism,Glycerophospholipid metabolism,K22831
map00564,Lipid metabolism,Glycerophospholipid metabolism,
map00565,Lipid metabolism,Ether lipid metabolism,K00803
map00565,Lipid metabolism,Ether lipid metabolism,K00993
map00565,Lipid metabolism,Ether lipid metabolism,K00994
map00565,Lipid metabolism,Ether lipid metabolism,K01019
map00565,Lipid metabolism,Ether lipid metabolism,K01047
map00565,Lipid metabolism,Ether lipid metabolism,K01058
map00565,Lipid metabolism,Ether lipid metabolism,K01062
map00565,Lipid metabolism,Ether lipid metabolism,K01080
map00565,Lipid metabolism,Ether lipid metabolism,K01114
map00565,Lipid metabolism,Ether lipid metabolism,K01115
map00565,Lipid metabolism,Ether lipid metabolism,K01122
map00565,Lipid metabolism,Ether lipid metabolism,K04628
map00565,Lipid metabolism,Ether lipid metabolism,K06123
map00565,Lipid metabolism,Ether lipid metabolism,K08743
map00565,Lipid metabolism,Ether lipid metabolism,K13510
map00565,Lipid metabolism,Ether lipid metabolism,K13512
map00565,Lipid metabolism,Ether lipid metabolism,K13519
map00565,Lipid metabolism,Ether lipid metabolism,K13644
map00565,Lipid metabolism,Ether lipid metabolism,K14621
map00565,Lipid metabolism,Ether lipid metabolism,K14674
map00565,Lipid metabolism,Ether lipid metabolism,K16342
map00565,Lipid metabolism,Ether lipid metabolism,K16343
map00565,Lipid metabolism,Ether lipid metabolism,K16619
map00565,Lipid metabolism,Ether lipid metabolism,K16794
map00565,Lipid metabolism,Ether lipid metabolism,K16795
map00565,Lipid metabolism,Ether lipid metabolism,K16817
map00565,Lipid metabolism,Ether lipid metabolism,K16860
map00565,Lipid metabolism,Ether lipid metabolism,K17717
map00565,Lipid metabolism,Ether lipid metabolism,K18575
map00565,Lipid metabolism,Ether lipid metabolism,K22387
map00565,Lipid metabolism,Ether lipid metabolism,
map00600,Lipid metabolism,Sphingolipid metabolism,K00654
map00600,Lipid metabolism,Sphingolipid metabolism,K00720
map00600,Lipid metabolism,Sphingolipid metabolism,K01019
map00600,Lipid metabolism,Sphingolipid metabolism,K01080
map00600,Lipid metabolism,Sphingolipid metabolism,K01117
map00600,Lipid metabolism,Sphingolipid metabolism,K01123
map00600,Lipid metabolism,Sphingolipid metabolism,K01130
map00600,Lipid metabolism,Sphingolipid metabolism,K01134
map00600,Lipid metabolism,Sphingolipid metabolism,K01186
map00600,Lipid metabolism,Sphingolipid metabolism,K01189
map00600,Lipid metabolism,Sphingolipid metabolism,K01190
map00600,Lipid metabolism,Sphingolipid metabolism,K01201
map00600,Lipid metabolism,Sphingolipid metabolism,K01202
map00600,Lipid metabolism,Sphingolipid metabolism,K01441
map00600,Lipid metabolism,Sphingolipid metabolism,K01634
map00600,Lipid metabolism,Sphingolipid metabolism,K04628
map00600,Lipid metabolism,Sphingolipid metabolism,K04708
map00600,Lipid metabolism,Sphingolipid metabolism,K04709
map00600,Lipid metabolism,Sphingolipid metabolism,K04710
