Genome	BAr1A.filtered Read Count	BAr1B.filtered Read Count	BAr1C.filtered Read Count	BAr2D.filtered Read Count	BAr2E.filtered Read Count	BAr2F.filtered Read Count	BAr3G.filtered Read Count	BAr3H.filtered Read Count	BAr3I.filtered Read Count	BOr1A.filtered Read Count	BOr1B.filtered Read Count	BOr1C.filtered Read Count	BOr2D.filtered Read Count	BOr2E.filtered Read Count	BOr2F.filtered Read Count	BOr3G.filtered Read Count	BOr3H.filtered Read Count	BOr3I.filtered Read Count	CRr1A.filtered Read Count	CRr1B.filtered Read Count	CRr1C.filtered Read Count	CRr2D.filtered Read Count	CRr2E.filtered Read Count	CRr2F.filtered Read Count	CRr3G.filtered Read Count	CRr3H.filtered Read Count	CRr3I.filtered Read Count	LABRr1A.filtered Read Count	LABRr1B.filtered Read Count	LABRr1C.filtered Read Count	LASAr3G.filtered Read Count	LASAr3H.filtered Read Count	LASAr3I.filtered Read Count	LASCr2D.filtered Read Count	LASCr2E.filtered Read Count	LASCr2F.filtered Read Count	LASYr2D.filtered Read Count	LASYr2E.filtered Read Count	LASYr2F.filtered Read Count	LAWAr2D.filtered Read Count	LAWAr2E.filtered Read Count	LAWAr2F.filtered Read Count	MGr1A.filtered Read Count	MGr1B.filtered Read Count	MGr1C.filtered Read Count	MGr2D.filtered Read Count	MGr2E.filtered Read Count	MGr2F.filtered Read Count	MGr3G.filtered Read Count	MGr3H.filtered Read Count	MGr3I.filtered Read Count	MHr1A.filtered Read Count	MHr1B.filtered Read Count	MHr1C.filtered Read Count	MHr2D.filtered Read Count	MHr2E.filtered Read Count	MHr2F.filtered Read Count	MHr3G.filtered Read Count	MHr3H.filtered Read Count	MHr3I.filtered Read Count	SEr2D.filtered Read Count	SEr2E.filtered Read Count	SEr2F.filtered Read Count	SEr3G.filtered Read Count	SEr3H.filtered Read Count	SEr3I.filtered Read Count
BOr3G3H3I__bin_91	4770	46487	14766	2670	6842	39205	3046	3749	3418	28302	45057	36887	49297	25547	82303	128935	193845	61227	5886	3749	4611	2926	7111	4856	2846	4597	3699	12734	12464	11103	46340	39553	86731	3104	88453	5713	25408	23761	12489	29440	22625	21600	639	1297	1162	2266	12765	12064	16006	11299	1718	4744	3788	3179	14559	33003	48990	12255	10474	3127	3253	2547	5536	5761	5970	24958
SEr2D2E2F__bin_94	2569	3318	2327	1374	4289	4211	890	1396	1268	11372	6929	7925	22026	19675	20452	4123	4147	4519	3723	5605	4369	4984	4287	4732	11013	6679	7492	1649	1268	1871	5525	5091	3081	3284	7142	4642	2303	2011	3296	4157	3012	3575	2707	5646	4225	2005	3201	3340	5940	8443	3469	3571	6029	4179	2248	3054	1854	1557	2449	7869	137658	127685	87310	69488	128784	73826
BAr1A1B1C__bin_12	88242	23461	13164	1209	1462	427	29	85	49	12618	356	642	978	2164	752	221	222	161	9165	3372	3982	47277	11073	19247	2445	1019	1792	8738	6589	14269	16534	2429	2794	12905	26188	62146	3478	148	1927	7114	89	55770	3541	3486	3661	1841	4299	1187	598	3299	3752	3688	2453	5084	416	82	371	6117	3010	2913	10603	1741	180	6647	6204	58070
LASCr2D2E2F__bin_129	22448	46698	14069	5199	8314	7883	6782	7396	7250	11656	5579	7326	12197	7505	10332	5150	5564	4738	29570	11146	17752	104564	89508	62335	59043	51244	34922	82172	66160	77762	5563	10298	5601	144731	241742	275343	10501	10247	7046	137773	37470	128875	29891	57893	28281	16600	42253	22762	33670	38836	52791	34558	12045	17283	7510	7688	5505	14817	23018	45372	45006	15050	29521	25121	25780	193884
BAr1A1B1C__bin_73	554657	33506	47085	39143	182203	19421	6898	13015	5439	19256	11068	24959	23042	24464	15085	8078	8770	8962	54964	17723	22476	45268	42751	35053	64494	59360	65321	33729	22323	40918	10914	16408	10183	55813	54959	46186	12183	14884	10426	37322	22662	40678	20913	17503	11636	88836	36074	23375	17052	63285	52461	51390	18470	21575	8625	12194	7910	13054	23268	60692	106875	119375	82920	65574	127275	205225
SEr2D2E2F__bin_113	8425	8141	13996	13972	15207	9268	13431	14299	12855	6827	6259	6926	8987	9237	6366	11878	8409	6321	7138	9015	12143	9402	12296	13112	11344	10243	8623	1840	1839	2281	14068	13379	19179	11391	19948	13728	14677	13527	12685	6000	12456	3779	2599	5203	3873	2301	2243	7059	6375	15096	2088	6407	9064	7690	2818	5749	3876	10176	5758	8693	51700	82982	723163	148794	107529	90900
BAr1A1B1C__bin_56	394127	586951	193919	3201	327074	214527	2004	5528	2287	46321	1602	2585	10979	8420	3145	1517	1693	1372	85045	125864	78696	139629	134809	71968	150312	84849	154241	8939	8882	3722	2824	2568	2250	19398	12208	15648	2916	2348	5862	4640	2821	17354	49008	12847	5229	55114	37562	20158	12151	31557	25502	95172	100848	65256	1905	3035	2101	2608	6862	341965	72596	112761	39193	140443	103390	776840
CRr3G3H3I__bin_64	125	46	61	42105	6755	1243	2527	2390	11018	56	442	767	86	65	260	4616	2697	29690	2506	8958	22440	63	59	101	1289	63393	11567	345	427	87	250	95	250	57	1576	331	87	598	163	67	115	49	1138	411	371	3099	209	980	308	865	379	4445	11158	15978	72	606	390	20096	9965	5503	70	41	13357	2238	26	271
LASCr2D2E2F__bin_140	37341	34145	23034	1014	1454	3771	784	1071	888	7660	9315	9657	10026	7068	7355	5558	5266	1855	3127	4040	6702	59833	54249	9253	5530	3989	3793	82448	70981	104512	31171	88584	24806	422078	253221	321960	26801	24884	43744	337330	74623	734267	8641	13995	16044	7658	46457	19574	10545	14363	39055	3248	5982	6613	30245	32868	19067	70898	383452	6883	2705	2420	3601	2158	4882	212818
SEr2D2E2F__bin_178	9848	29058	22063	2980	9834	6316	2349	4207	2315	46997	15787	10731	30093	26597	13179	3088	2483	2615	8417	51841	27524	25866	40143	49330	47791	30062	35061	16006	13133	12652	12908	25317	5722	39660	37655	35097	6925	2959	16569	70647	9386	50132	33256	26752	18207	25309	20951	14043	26892	59230	24664	7488	30223	17380	3967	3191	2251	20814	29366	35417	108235	852961	18076	362732	254001	527946
MGr3G3H3I__bin_155	4945	8645	5819	8531	14420	9357	5844	7036	7838	7473	3578	4261	6831	4544	4113	5055	5377	7206	6709	8221	7795	3429	6671	4924	6105	9153	10266	3214	2874	4724	1638	2939	2212	6142	8844	5723	6987	3641	3388	4837	15685	2806	52366	8474	4621	24574	110794	40929	70080	866238	45729	7513	9215	7352	2572	6729	3582	4241	1987	8935	11670	12458	13345	4418	7992	16172
CRr3G3H3I__bin_52	5331	17972	31281	12183	8867	35447	6990	13620	8476	15058	4666	5266	15453	11398	8081	3505	4301	6114	67060	212229	130717	31344	16714	23604	130318	378231	391011	27029	22178	11064	2381	7465	2820	23369	26096	17428	3753	5046	9462	17515	34936	17003	47648	93417	49884	32502	31889	58657	105040	255002	19410	78797	262197	121728	3714	9830	4058	3773	10629	306108	39586	31166	29696	5523	5407	61928
SEr3G3H3I__bin_236	95822	41628	27545	3473	118821	11309	86	564	122	56439	9770	21756	25035	35698	16450	2881	2861	1378	60375	26787	23830	32343	72469	22773	18910	9655	21180	1962	1126	2315	20697	14578	9277	61233	44030	67084	34390	3244	10662	18925	303	101955	1861	3966	3426	763	2094	776	1044	8868	1084	24503	20206	23991	2656	1524	890	30676	22805	42505	206412	85913	8427	311831	240799	1861553
BAr1A1B1C__bin_124	2082	48150	213010	6661	3688	13792	4685	4857	5915	81292	6804	9988	36532	26388	11630	4670	6079	10466	4638	15784	20598	3075	735	42837	4618	12281	16659	1901	2216	3003	4706	10012	12517	95144	49742	27207	46859	4892	29226	957	2689	1213	814	926	1321	690	663	1938	2468	3848	483	4912	19591	14293	1249	6576	3046	7986	1629	9383	1320	1630	14740	397	138	6791
MGr1A1B1C__bin_25	4128	6305	6852	45177	20972	16000	29688	30549	23224	21828	8515	14959	12267	9944	12909	33604	32146	25909	4425	7041	9372	7778	2149	9926	43328	47511	33487	4437	4399	8142	13020	47957	36747	26179	68489	14001	24376	25034	81478	67155	129124	12154	12985	585774	122528	2797	20966	16194	47182	77191	6476	4739	10443	10190	137146	81094	80840	8690	48827	31668	8035	25618	20791	2687	1340	21785
CRr1A1B1C__bin_77	1763	202773	9173	3078	5412	9661	1096	1243	968	24472	3624	9107	3810	4104	3697	2209	2488	1489	56274	451010	228718	129684	145170	17852	16639	45971	19108	278173	177876	175612	5811	17485	4866	185542	75057	74993	2379	1678	5354	370716	34719	425018	66311	14280	7230	434954	226237	110967	65211	144284	37794	40066	349758	259346	114795	28856	23923	2936	98072	27010	15734	5154	6115	4043	2688	323657
LASAr3G3H3I__bin_2	52	1353	223	475	1190	990	671	905	687	491	25153	13884	14722	8010	16296	35767	45416	12827	132	1620	1151	1039	982	597	5824	4040	10146	406	309	106	295730	86926	164064	1975	27956	7093	5489	26781	25259	4056	35850	1595	5569	19987	11163	6092	6940	23261	74143	9795	2597	199	1232	782	205	1199	454	2873	13879	10691	73	1289	9377	13345	8424	519
SEr2D2E2F__bin_161	62996	21206	68465	3514	255179	32072	1719	2656	3178	22718	33118	28779	27615	20188	19518	23198	28411	20138	25898	49349	86562	12603	12189	43997	51273	36145	34665	2874	2701	1939	92170	45780	53724	17848	46160	16841	89739	35369	66902	4996	7814	3618	5084	14800	11198	2625	4285	6410	16455	16021	3970	23165	54809	50623	6456	9984	4516	19669	9482	32415	27641	131375	224929	72799	78873	41791
BAr1A1B1C__bin_132	476593	510837	819159	276032	275004	464760	177624	244629	291507	1848764	1072106	1982168	2565123	1344323	1838059	617238	850214	1800850	104420	76244	53265	75821	416023	617074	38966	46459	52805	138480	149695	140703	88037	147931	197599	65170	447326	151830	512819	398986	368763	34868	90302	46256	7260	22571	33841	10125	36922	33964	60316	83180	11365	168258	101928	57748	154610	421241	309905	527497	47310	43052	274343	50187	32421	93498	21570	316967
LASYr2D2E2F__bin_118	2521	1701	3691	4496	2865	1846	7187	5588	8245	85846	45450	26040	206772	94684	138797	18428	23179	35094	4566	28154	32451	2457	3518	5406	5973	26129	13535	3409	2621	1424	140558	106981	19411	32705	28351	19694	101177	78832	280902	5258	37418	4391	5434	7243	5493	2158	2409	5899	10390	6986	2291	4824	31391	32116	2042	5334	3420	33801	12853	9407	125379	11658	154900	57765	15704	43853
LAWAr2D2E2F__bin_93	2636	6997	4242	1099	2235	1737	621	1169	687	3992	3556	5053	5218	4471	3594	1809	1421	1667	8936	18004	15668	6627	5746	3886	11618	10443	9683	344395	276791	136952	9203	9393	5105	330217	128544	232388	2999	5034	6071	233713	94257	376910	74330	51068	37360	29737	68093	19551	20071	44872	37238	7923	13688	10840	50369	14997	12862	308583	310135	10173	4859	5826	4554	5145	6964	281447
CRr1A1B1C__bin_118	121601	91925	197127	26064	2660018	622048	8292	14906	9992	84523	275881	302507	223988	111754	167062	573672	436547	223783	325425	734185	541592	122262	103879	184882	160140	270951	182429	51273	46284	51307	663484	132081	210567	80465	322705	81847	297311	632357	352551	71901	79133	65300	25459	64240	40165	21320	32045	35014	55061	138987	57468	381600	615932	348764	31793	38192	33692	141139	59705	123011	122785	664275	1528357	118968	138626	316352
MGr2D2E2F__bin_80	50120	180149	100886	7694	45167	219592	5424	8420	5471	30317	15506	15302	9832	8792	9866	33188	19301	10320	17079	67877	70396	116099	86753	52654	68915	46731	36762	25953	25601	20209	91781	86764	55569	34856	69093	41888	14808	33098	54630	39625	105347	39646	183272	366370	236918	79562	76509	183177	157012	160499	103179	17060	44955	46406	40574	45247	46520	41338	171453	49770	201703	95246	318009	3607	4575	47179
MHr2D2E2F__bin_10	336	616	499	864	633	741	1007	1129	1059	684	829	930	661	515	678	1472	1499	1067	306	331	387	852	1265	474	361	372	291	717	699	996	1582	1208	24127	565	1219	503	1717	5772	968	729	1665	625	174	425	457	195	575	526	781	1080	214	320	396	355	44036	302493	302690	2506	2557	271	604	301	358	233	211	2239
MGr3G3H3I__bin_76	286	2411	235	197	171	99	68	123	117	3430	130	370	1098	1533	780	123	119	202	312	1477	656	587	3485	851	1951	593	342	42610	26274	20908	829	2881	456	4448	1183	1987	181	202	206	100946	3828	51878	147969	112112	99641	72676	622597	329418	153706	1319617	1157630	441	1499	514	101728	2653	1921	364	9438	986	385	280	195	482	539	38228
MHr2D2E2F__bin_16	5550	6791	7411	15238	6560	8894	5979	6742	6407	5079	3922	5660	4657	3752	5365	6835	8246	7358	4426	3484	5741	9017	11380	3710	5279	7671	6057	54988	61103	68856	7292	8491	11238	7956	18317	8404	7568	7418	5485	15224	65020	18353	3305	4647	3833	7452	4509	4811	5209	12942	5803	3925	3287	4451	18738	200576	410417	31648	16076	6878	5483	22658	7885	5375	7700	137587
CRr2D2E2F__bin_75	227462	985594	554568	14105	184530	615794	5430	7531	12174	79478	7071	6263	10245	8965	10284	39711	21533	13361	17296	77856	45546	462837	248449	191212	366156	63708	44779	23087	20296	38373	188759	127548	153077	38303	157341	64699	16734	35518	22729	86009	312877	121461	41019	78254	67758	54785	149111	243606	551351	399045	236973	18765	59878	32180	73555	49775	73090	29660	51833	62585	37451	192245	255891	3539	4761	85412
LAWAr2D2E2F__bin_144	49278	50999	60128	16458	11881	30486	10192	12747	10285	33055	24226	26314	124318	50983	32793	28203	32896	22964	18210	17447	27182	70647	101146	69277	10459	22087	27878	177182	146857	313927	26651	75053	52988	156121	145538	142647	78614	53290	46175	143204	328212	346601	6926	30926	26595	6553	23608	29809	48929	11070	5770	19757	18453	20845	36092	99781	68631	169417	24604	36618	38592	10802	14846	6871	7473	622464
LAWAr2D2E2F__bin_30	1755	3584	2023	2048	3439	4351	6295	6128	7705	3446	4982	5574	4412	3233	5214	10001	9438	7659	2685	3981	3324	8770	7251	4756	8999	7033	5808	21164	17499	15891	77579	51507	65615	5231	32611	8054	9324	18729	11426	97560	195159	16378	5052	9013	10161	2389	10623	10767	17986	23203	12268	2507	4212	3113	114251	121740	126434	13489	45693	5951	2971	2405	4553	10635	16172	37697
CRr3G3H3I__bin_129	63942	241098	363633	14065	81523	482194	22691	28154	19397	34576	21673	29446	29414	17434	17709	35382	29271	15805	332363	335777	421131	214234	113178	171652	341556	470365	504041	15003	14126	13656	20843	22160	21293	13688	30488	13254	28154	30096	28846	18257	37847	18189	35172	305502	100657	28891	28596	72748	253912	93226	21558	339133	297630	259284	9173	20846	18875	29632	14715	539252	155111	107243	233199	16536	11056	40223
MGr1A1B1C__bin_1	6603	17945	11400	2880	9935	14172	2258	3430	2801	5696	4386	5057	8061	6959	7363	7498	6451	3829	9672	40569	25374	232939	93245	15386	62401	33794	23587	50854	46096	56753	16199	21871	23632	20634	21092	16033	12604	8315	13192	32070	41948	55717	195995	883703	567849	80540	199331	269539	521927	340874	67064	10762	36028	18718	32434	40952	24726	14718	63758	30804	6655	9498	16845	10017	12717	136035
BOr1A1B1C__bin_81	8440	3421	16406	2133	53087	16972	209	266	173	102498	5386	7339	10704	8311	2533	868	848	1059	2714	432	1107	2214	2700	1520	178	556	881	435	398	2697	344	392	1182	8669	7996	5379	19559	6752	2429	277	1222	1233	54	113	110	81	102	106	196	491	44	1707	512	719	123	442	197	10026	423	416	2472	706	10423	1726	507	9642
SEr3G3H3I__bin_132	74859	32307	29156	3168	48912	52262	1880	2392	1497	8705	5273	10746	10668	7813	9834	2435	2164	1693	23194	8877	10382	17258	41291	39828	7412	4641	13357	2515	1937	1760	6941	6298	5709	5143	5435	5993	22735	1987	14373	2693	1676	5031	4359	6087	3782	3357	2938	1858	2923	8249	2691	14623	7734	5978	915	1888	799	3727	2542	18580	350008	339942	364819	177001	135923	2205345
MGr1A1B1C__bin_41	22433	74559	33352	10022	24678	61878	1945	3666	2848	9776	6506	8545	8429	6421	7399	13449	10135	4974	9830	24057	23791	84049	65250	28434	85671	49689	40655	38686	31316	67700	61732	45672	48523	28614	39870	28340	11898	17727	25224	72476	66688	52690	131910	271596	175181	136288	166866	224573	192020	600275	582094	10405	20678	15646	188070	98264	91865	19453	54897	55612	15045	27872	41483	4291	5673	135846
BAr3G3H3I__bin_79	1641	1729	2264	3554	1867	1823	489805	305080	295459	2702	2079	3550	2986	2512	7188	16503	12674	24507	2917	1844	4894	627	868	2064	1157	8019	2219	646	615	1696	1164	983	1925	1062	6196	1625	1973	2421	2757	840	2971	574	489	737	1371	490	1137	1246	1797	2906	665	3632	2445	2919	1192	2405	1862	1483	759	1526	18132	1265	4693	3290	705	4619
CRr3G3H3I__bin_131	13809	139740	60768	4304	4602	7233	1489	20972	1693	36496	20015	39634	40704	9743	9541	5605	8042	25869	499601	847846	651808	372729	359807	154267	363274	337939	911158	50835	36787	11341	5394	56487	11342	129922	69555	98182	23733	10342	16679	131279	112794	387276	1463662	2292745	1103680	1232625	1884646	1382860	1559634	3328944	242821	435765	892702	601821	73518	25437	17319	10432	89772	1407342	903416	576356	155722	1412	2226	26704
MGr1A1B1C__bin_98	5329	5838	6808	3559	12649	6726	5220	6644	5497	2641	2920	3875	3867	2806	2846	5014	4392	3358	4731	23831	32968	45608	15577	5342	226845	42891	8100	21234	22980	10318	15430	10841	15296	11271	25240	9911	4457	7499	5479	12282	25988	9772	71574	323828	382555	37949	106432	111022	56471	255388	114048	4748	25376	17767	18187	21361	17434	13291	33713	9039	4608	11291	10854	3962	5607	33111
BOr3G3H3I__bin_97	3974	4792	12308	50206	8955	10612	20544	18401	25725	495829	222328	265873	378370	350384	337410	232526	283172	312466	9334	19538	16404	3369	3261	6597	5063	15635	10007	3747	3277	4117	18197	40052	34598	14118	113902	18982	14746	43431	93211	2588	15300	3615	3930	7923	4401	6470	4502	8586	14486	24803	5443	11653	24550	15784	1963	14748	5210	5368	3906	7045	10681	5456	7994	1642	1347	11047
MGr2D2E2F__bin_127	3702	71754	11906	4917	3119	3497	120	338	132	13387	2974	6405	3179	3027	3281	1071	909	649	4737	33104	15424	9134	13823	8663	24617	7411	9914	114488	70503	151908	6261	20921	7471	78842	47831	37059	1757	949	4487	412592	24136	396605	393763	20840	9109	1802436	388594	424695	7462	245847	418238	3544	27543	18011	199750	47778	37124	1974	87783	16258	17350	3751	5375	3310	4178	291595
BAr2D2E2F__bin_57	85477	60173	61035	13504	324695	72906	15475	13550	12539	9360	6248	7222	7596	6550	6685	7497	6470	6653	35365	97209	154687	26561	22389	16085	183042	127517	62455	36803	31513	45834	53279	45292	73567	25788	31005	22223	18577	18050	19502	54480	43708	33034	33589	44691	23540	36982	32048	50949	68905	184469	113272	34649	90725	72369	106126	52117	54301	21139	37290	52519	19097	27864	56025	21598	15897	121275
SEr2D2E2F__bin_23	11960	4431	7616	3593	9110	8954	2558	3426	2184	3277	3703	4318	4457	3636	2979	2368	2283	2267	7885	5236	7151	6047	11599	6648	4442	7076	5960	2693	2074	2582	3437	3967	2904	4953	5880	4973	5634	2280	3019	3645	2155	5796	2904	3346	2486	3890	3264	3372	4368	7933	2854	6321	4733	4884	2304	2794	1740	3439	3273	7058	428841	90289	212810	168219	112128	336479
BAr2D2E2F__bin_86	311	66	177	167988	9884	1097	198	375	491	753	361	216	220	156	216	188	123	465	522	128	297	34	87	51	96	940	371	63	51	69	113	148	156	299	413	219	428	155	213	42	120	55	54	80	81	104	26	57	36	195	33	401	167	327	30	250	82	260	641	227	187	381	1778	196	233	422
LASYr2D2E2F__bin_4	29416	45798	39735	2305	6673	12219	12233	11984	20824	217061	74673	136509	427320	198975	138687	162820	147232	55304	8776	7837	7759	6253	31650	7558	8062	7884	10354	7463	7382	11011	303645	99629	197729	42755	180499	111006	969276	177814	544706	10958	26368	39196	3475	8186	4759	2681	5539	4455	6621	14164	4806	7104	7236	5385	6426	41941	13395	170296	24030	12927	5608	7717	5097	6157	7309	28844
LASAr3G3H3I__bin_116	34	246	32	39	45	125	37	70	34	3669	2033	2492	3396	4815	2874	426	407	657	94	414	125	270	366	167	3861	349	1840	24312	11917	12570	119893	216033	106653	15502	19576	10951	21776	65103	29262	154615	105421	63217	4350	7522	8489	1868	5671	3135	5068	5915	8996	45	292	101	43373	28905	60891	4997	35858	2364	56	159	52	35	51	21808
BAr3G3H3I__bin_20	16964	18239	12131	22806	13725	56921	73986	47284	54277	4848	5651	6247	3969	3602	4101	12096	16020	10158	3634	5962	4613	24594	19337	27344	8115	14893	7981	7048	6579	5683	18247	7750	15315	2916	15916	5643	11340	16951	7245	6705	50795	8243	1222	5151	6719	1564	547	1510	3541	2497	681	3367	5854	3672	8211	51726	26873	11487	8653	6858	6797	838	4243	5434	8576	24571
MHr2D2E2F__bin_42	1452	2994	1384	1034	1274	1736	264	290	308	1502	992	1564	1647	1691	2501	1350	2024	1221	611	490	860	3335	2975	961	594	711	604	15649	15199	56285	5264	9259	45754	2968	5028	3174	13547	32878	1674	14207	35825	14231	406	841	800	624	1686	1468	2982	1416	1411	701	390	685	16861	98326	147347	115576	24960	523	401	4439	656	934	1061	96004
SEr3G3H3I__bin_86	1979	3063	3696	930	3596	5071	1587	1781	1391	2084	3762	2839	2372	2310	2410	3155	3891	2729	4977	8482	8603	6775	4976	8255	20757	12785	12482	1852	1454	1189	10741	29165	5508	3177	8116	3881	5536	4938	12158	3828	5408	1115	2241	5706	5017	957	2281	3050	8748	19892	4195	5852	7967	5933	6552	4558	2818	2877	3174	8812	1548	24901	41499	67012	250251	7880
